Time,Signal_1
0.0,97.40723822909347
0.06673333333333334,97.07078729281767
0.13346666666666668,97.0103305785124
0.20020000000000002,96.55983205038488
0.26693333333333336,96.58001397624038
0.33366666666666667,97.18256691832532
0.40040000000000003,97.05853994490359
0.46713333333333334,96.4770979605483
0.5338666666666667,97.01038873994638
0.6006,96.36311723211286
0.6673333333333333,96.7333774396295
0.7340666666666668,96.73831775700934
0.8008000000000001,97.16343207354443
0.8675333333333334,96.7891156462585
0.9342666666666667,97.12608987256874
1.0010000000000001,96.3946127946128
1.0677333333333334,96.92045454545455
1.1344666666666667,96.6160295103957
1.2012,96.68912091613338
1.2679333333333334,96.71130261849518
1.3346666666666667,96.66831846712917
1.4014000000000002,96.67654808959158
1.4681333333333335,96.90794701986755
1.5348666666666668,96.76846965699208
1.6016000000000001,96.59372937293729
1.6683333333333334,96.73379174852653
1.7350666666666668,96.53738621586476
1.8018000000000003,96.67909238249594
1.8685333333333334,96.6505829015544
1.9352666666666667,96.84120861459337
2.0020000000000002,96.85066582117946
2.0687333333333333,97.02666238355285
2.135466666666667,96.88305030438961
2.2022,96.94333014963388
2.2689333333333335,96.8739903069467
2.3356666666666666,97.00032102728731
2.4024,96.67856005097165
2.4691333333333336,96.70478637969805
2.5358666666666667,97.04607843137254
2.6026000000000002,97.11114680372631
2.6693333333333333,97.15350600126342
2.736066666666667,97.30356579362575
2.8028000000000004,97.17766497461928
2.8695333333333335,97.4462676962677
2.936266666666667,97.50064557779211
3.003,97.29191128506197
3.0697333333333336,97.5364061456246
3.1364666666666667,97.39423076923076
3.2032000000000003,97.36363636363636
3.2699333333333334,97.184122748499
3.336666666666667,97.17902471609887
3.4034,97.50166666666667
3.4701333333333335,97.62949152542373
3.536866666666667,97.60378006872853
3.6036000000000006,97.50993150684931
3.6703333333333337,97.4570749915168
3.7370666666666668,97.47913769123782
3.8038000000000003,97.24991394148022
3.8705333333333334,97.35330793210946
3.937266666666667,97.04597701149426
4.0040000000000004,96.97860399859698
4.070733333333333,97.04668567355667
4.137466666666667,96.95551601423489
4.2042,96.8198801550934
4.270933333333334,97.0563829787234
4.337666666666667,96.99826809837201
4.4044,96.9845288326301
4.471133333333333,96.9843137254902
4.537866666666667,96.92898134863702
4.6046000000000005,96.53156028368795
4.671333333333333,96.56341550553769
4.738066666666667,96.40381221320155
4.8048,96.63237410071943
4.871533333333334,96.43587033121918
4.938266666666667,96.42566844919786
5.005,96.35030697002529
5.071733333333333,96.37945791726106
5.138466666666667,96.28047464940668
5.2052000000000005,95.9736747205193
5.271933333333334,95.97994269340974
5.338666666666667,96.01932895696572
5.4054,95.85082084225553
5.472133333333334,96.1424491253124
5.538866666666667,96.04206433368682
5.605600000000001,96.02804065895549
5.6723333333333334,96.3185053380783
5.739066666666667,96.06329989622968
5.8058000000000005,95.75128292849811
5.872533333333334,96.06689655172413
5.939266666666667,96.19910127894919
6.006,96.10709413369713
6.072733333333334,96.17134062927497
6.139466666666667,96.47984843265588
6.2062,96.39586919104993
6.2729333333333335,96.67923875432525
6.339666666666667,96.7980669658267
6.4064000000000005,96.73230769230769
6.473133333333334,96.83021435862538
6.539866666666667,96.79765193370166
6.6066,97.02797679972706
6.673333333333334,96.7927408412483
6.740066666666667,96.93351333108336
6.8068,96.95698566188729
6.8735333333333335,97.31114808652246
6.940266666666667,97.21187274516234
7.007000000000001,96.94943273905996
7.073733333333334,97.07855973813422
7.140466666666667,96.8761659697652
7.207200000000001,97.05670595731125
7.273933333333334,97.39393939393939
7.340666666666667,97.24943602964873
7.4074,97.53543563068921
7.4741333333333335,97.59175056836635
7.540866666666667,97.50798722044729
7.607600000000001,97.48139833226426
7.674333333333334,97.82485322896281
7.741066666666667,97.67888707037643
7.8078,97.45159172957007
7.874533333333334,97.48852459016393
7.941266666666667,97.51625615763547
8.008000000000001,97.44901960784313
8.074733333333334,97.5629074315515
8.141466666666666,97.62124183006536
8.2082,97.63703465982027
8.274933333333333,97.79263123573524
8.341666666666667,97.93621794871795
8.4084,98.05035279025016
8.475133333333334,98.25148711169861
8.541866666666667,98.12397507379468
8.608600000000001,98.20603674540682
8.675333333333334,98.10208816705335
8.742066666666666,98.35148680253926
8.8088,98.33277870216307
8.875533333333333,97.97168554297136
8.942266666666667,97.65487023929896
9.009,97.65011662779074
9.075733333333334,97.67661016949152
9.142466666666667,97.57323750855578
9.209200000000001,97.5277108433735
9.275933333333334,97.25358851674642
9.342666666666666,97.13040446304045
9.4094,97.07373913043479
9.476133333333333,97.0486448922863
9.542866666666667,96.97672803056616
9.6096,96.96803652968036
9.676333333333334,96.51484456863429
9.743066666666667,96.30854885057471
9.809800000000001,96.502538071066
9.876533333333334,96.22602739726027
9.943266666666668,96.18507890961263
10.01,96.14830659536541
10.076733333333333,95.83333333333334
10.143466666666667,95.86061246040127
10.2102,95.6619368570415
10.276933333333334,95.66964285714286
10.343666666666667,95.64314007922219
10.410400000000001,95.42791681353542
10.477133333333335,95.55904388155547
10.543866666666668,95.43205449982074
10.6106,95.49513863881887
10.677333333333333,95.4628899247042
10.744066666666667,95.40064446831364
10.8108,95.24328249818446
10.877533333333334,95.2790530846485
10.944266666666667,95.27233429394812
11.011000000000001,95.50740874593423
11.077733333333335,95.49056603773586
11.14446666666667,95.45986443096682
11.211200000000002,95.44609800362976
11.277933333333333,95.56833754056979
11.344666666666667,95.41116751269035
11.4114,95.378977475867
11.478133333333334,95.29483065953654
11.544866666666667,95.24416961130741
11.611600000000001,95.2693249387898
11.678333333333335,95.36943111720358
11.745066666666668,95.52194953335638
11.8118,95.48720644935156
11.878533333333333,95.78905438171113
11.945266666666667,95.95127935506486
12.012,95.84676858929812
12.078733333333334,95.59230245231608
12.145466666666668,95.58970840480274
12.212200000000001,95.9806629834254
12.278933333333335,95.59776347001018
12.345666666666668,95.51473612063057
12.4124,95.38627187079408
12.479133333333333,95.68776930725886
12.545866666666667,95.87571766295171
12.6126,95.940876656473
12.679333333333334,96.0725806451613
12.746066666666668,96.27490712597096
12.812800000000001,96.19096306068602
12.879533333333335,96.16666666666667
12.946266666666668,96.03708653524892
13.013,96.3902356902357
13.079733333333333,96.39531816683152
13.146466666666667,96.51784511784513
13.2132,96.68022674224741
13.279933333333334,96.69720853858786
13.346666666666668,96.8074616922052
13.413400000000001,96.84367739794226
13.480133333333335,96.86174808906613
13.546866666666668,96.94320080187103
13.6136,96.90443121693121
13.680333333333333,96.8344827586207
13.747066666666667,96.93709043250328
13.8138,97.17581699346404
13.880533333333334,97.19681197137281
13.947266666666668,97.46293845135672
14.014000000000001,97.25309043591413
14.080733333333335,97.41491841491842
14.147466666666668,97.42814371257485
14.2142,97.52708541043535
14.280933333333333,97.36514247846256
14.347666666666667,97.42249836494442
14.414400000000002,97.57175925925925
14.481133333333334,97.54926764314249
14.547866666666668,97.12559081701554
14.614600000000001,97.16299559471366
14.681333333333335,97.055421686747
14.748066666666668,97.25199306759099
14.8148,97.20817324484806
14.881533333333334,97.20600414078675
14.948266666666667,97.09888579387187
15.015,97.05657757723013
15.081733333333334,96.95494544174586
15.148466666666668,97.01340860973889
15.215200000000001,97.01446718419196
15.281933333333335,96.92366946778712
15.348666666666668,96.81455316142706
15.4154,96.72537207654146
15.482133333333334,96.68028419182949
